p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
7.828133272921798e-282,2.665233222020417,0.472,0.108,3.2760737747177725e-277,T cells,SLC2A3
2.3836926750744587e-278,3.5167379336740936,0.301,0.045,9.97575384518661e-274,T cells,PTGER4
1.3090122643567147e-277,2.9301256499887636,0.434,0.094,5.478216326332851e-273,T cells,STK17A
4.211878886822212e-274,2.923275171331672,0.356,0.062,1.762671314135096e-269,T cells,ETS1
5.921975167015753e-274,3.1459350157772015,0.323,0.052,2.478346607396093e-269,T cells,CNN2
2.6534356775811544e-271,3.0518006266748694,0.284,0.04,1.110462831067713e-266,T cells,IFITM1
3.822323044440191e-266,4.400331899208644,0.125,0.006,1.59964219409822e-261,T cells,ZNF831
1.0489872295576646e-260,4.146469095309087,0.141,0.009,4.390011555698826e-256,T cells,RGL4
7.345843507821433e-257,3.3398320105498316,0.252,0.033,3.07423550802327e-252,T cells,EVI2A
2.741589230484169e-251,3.7150188537980737,0.179,0.016,1.1473550929576246e-246,T cells,PYHIN1
1.1267002129867302e-250,2.5544191591934124,0.364,0.069,4.715240391349466e-246,T cells,ITGB2
3.814037282411976e-248,3.157275347593301,0.282,0.043,1.596174602689412e-243,T cells,SLA
4.84752559021153e-248,2.140048626237315,0.732,0.332,2.0286894595035253e-243,T cells,MYL12A
8.334959320163306e-246,2.3212164663201866,0.267,0.038,3.4881804754883435e-241,T cells,CTSW
1.237547363606758e-245,3.442445575867299,0.235,0.03,5.179135716694282e-241,T cells,STAT4
2.126084306759722e-245,2.478245911405415,0.394,0.083,8.897662823789437e-241,T cells,CD53
2.6637746632866542e-245,1.7795209122844946,0.576,0.172,1.1147896965854648e-240,T cells,S100A10
3.67751998812672e-245,3.419474481105255,0.244,0.032,1.5390421150310325e-240,T cells,PTPN22
2.770021239291295e-244,1.9007347051769963,0.547,0.154,1.159253888643407e-239,T cells,IFITM2
2.0765004236572922e-243,2.4348069597290305,0.497,0.136,8.690154273005768e-239,T cells,ELF1
2.560817128690438e-243,2.7035219355005675,0.602,0.224,1.0717019683569483e-238,T cells,STK4
4.9206690863767054e-241,3.26887345061177,0.239,0.032,2.0593000126486514e-236,T cells,GIMAP4
1.271484793773007e-240,1.323289192593898,0.978,0.844,5.321163861940034e-236,T cells,EEF1A1
8.58444988105258e-239,3.2869667522751738,0.214,0.025,3.592592275220505e-234,T cells,RNF125
1.798081988957034e-237,3.305441461076288,0.376,0.084,7.5249731237851875e-233,T cells,SPOCK2
6.831636713774728e-237,2.4476212784005003,0.625,0.232,2.8590399647147236e-232,T cells,CREM
8.766532704710092e-237,3.6252779253004905,0.18,0.018,3.668793936921174e-232,T cells,ZAP70
1.4335412679449372e-236,2.088487574057884,0.82,0.519,5.999370206349562e-232,T cells,BTG1
1.940308893417317e-235,2.321533844947005,0.478,0.128,8.120192718951472e-231,T cells,EMP3
6.700647730469002e-234,4.715147100357695,0.108,0.005,2.8042210752012774e-229,T cells,CD28
3.815235684060543e-233,1.458609763810455,0.922,0.743,1.5966761337793372e-228,T cells,UBA52
3.478618171743426e-229,2.541810027413632,0.266,0.04,1.4558017048746238e-224,T cells,PRKCH
1.3969902936550137e-228,4.006292923104216,0.18,0.018,5.8464043789462325e-224,T cells,GIMAP1
8.646128776770776e-225,3.1404290995973394,0.18,0.018,3.61840489307857e-220,T cells,SAMD3
2.0665080888909428e-222,1.6798768286091015,0.606,0.194,8.648336352008596e-218,T cells,ZFP36
6.892833017494346e-221,4.940096570353653,0.118,0.007,2.8846506178213837e-216,T cells,LYPD3
3.64514591633227e-220,2.0223281805105566,0.506,0.143,1.525493565985055e-215,T cells,NR4A2
5.748875586419959e-217,1.8479659659637586,0.847,0.619,2.4059044329167527e-212,T cells,SARAF
6.9490251238970254e-217,2.821856507793335,0.352,0.075,2.908167014350905e-212,T cells,KLF2
8.941488850102136e-217,2.685502385320615,0.318,0.061,3.742013083767744e-212,T cells,CEMIP2
8.766144889449484e-212,2.777089641980708,0.332,0.069,3.668631636234609e-207,T cells,HLA-F
2.6340341897152566e-208,2.829226581132011,0.317,0.063,1.1023433083958349e-203,T cells,ADGRE5
8.993842340476383e-208,3.005185738769052,0.245,0.038,3.763923019489366e-203,T cells,SYTL3
2.4926553872969335e-206,2.346989420033587,0.41,0.104,1.0431762795837667e-201,T cells,LSP1
1.6000566244259397e-203,2.4706816316906,0.424,0.115,6.696236973222557e-199,T cells,PSMB9
6.012086638462136e-202,2.7157987770247765,0.291,0.055,2.516058258196404e-197,T cells,PTPN7
5.455819391154838e-200,3.9210116585737707,0.118,0.008,2.2832604151982994e-195,T cells,TESPA1
6.664376579400934e-198,4.530176698420176,0.131,0.011,2.7890415984792907e-193,T cells,IFNG
1.9840892218419236e-196,1.7772787179531018,0.824,0.611,8.30341339340845e-192,T cells,PABPC1
2.199808824196655e-196,1.2342489789021602,0.786,0.419,9.206199929263002e-192,T cells,S100A6
8.361052827053981e-196,3.535889912715532,0.149,0.015,3.4991006081220913e-191,T cells,GRAP2
6.36465493428238e-194,2.4111604433967444,0.488,0.161,2.663608089997176e-189,T cells,COTL1
2.1857476872457485e-193,2.734550625009195,0.232,0.036,9.147354071123458e-189,T cells,LEF1
2.495088905690464e-188,2.8274692950666975,0.575,0.265,1.0441947070314592e-183,T cells,LEPROTL1
3.332473527823859e-186,2.977183059135416,0.284,0.056,1.394640171394285e-181,T cells,KLRB1
4.6624680885410034e-182,4.780477486569708,0.141,0.014,1.9512428950544099e-177,T cells,PRKCQ-AS1
1.6835239190638226e-180,2.8547223707428477,0.28,0.057,7.045547601282098e-176,T cells,ITGA4
1.7746775653087774e-177,1.890076102186238,0.51,0.177,7.427025610817234e-173,T cells,ISG15
5.993780938818237e-176,0.9994204875119328,0.932,0.769,2.508397322895432e-171,T cells,FAU
1.364101108072865e-175,3.058206368396347,0.229,0.039,5.7087631372849405e-171,T cells,IL27RA
4.674433804879087e-173,3.618144105248802,0.122,0.011,1.956250547341898e-168,T cells,LINC01871
1.5621291726191698e-172,2.539003760580804,0.387,0.11,6.537510587411226e-168,T cells,LCP1
8.148295970042193e-169,3.188274370956508,0.179,0.025,3.4100618634626577e-164,T cells,S1PR4
4.894083107265206e-164,2.7669011299003547,0.265,0.055,2.0481737803904887e-159,T cells,IKZF1
7.542390493725684e-162,3.2923180466940996,0.161,0.021,3.156490421624199e-157,T cells,DENND2D
4.5226180662194564e-161,3.1759018663635072,0.331,0.09,1.8927156607128425e-156,T cells,PIK3IP1
7.251514222958442e-161,1.4100802155526777,0.662,0.305,3.034758702308108e-156,T cells,CYBA
7.531887957508902e-161,3.522590163226435,0.143,0.017,3.1520951102174753e-156,T cells,SUSD3
1.0590065697000004e-160,1.7451338130213925,0.421,0.124,4.431942494194502e-156,T cells,VAMP8
1.2693912457086658e-160,2.505003512224495,0.269,0.057,5.312402363290766e-156,T cells,SELL
3.6333968873280923e-157,1.1928167413206356,0.867,0.67,1.5205765973468067e-152,T cells,OAZ1
7.755075067799527e-156,2.38936433985866,0.272,0.059,3.245498915874102e-151,T cells,RIPOR2
9.476995423667962e-156,1.127404030561424,0.505,0.172,3.966122584805042e-151,T cells,MT2A
1.5594271814470936e-154,4.002614359960207,0.12,0.012,6.526202754356087e-150,T cells,LDLRAP1
2.8749429913994773e-152,2.8406797451905295,0.29,0.071,1.2031636419006813e-147,T cells,RHOF
4.941077218761904e-150,2.4626624761292923,0.271,0.061,2.0678408160518567e-145,T cells,HCLS1
6.998704233014771e-150,2.7244851167539546,0.245,0.051,2.9289577215166814e-145,T cells,AKNA
5.760233859821903e-149,2.396155643396655,0.463,0.181,2.4106578703354663e-144,T cells,RGS10
6.227514098648649e-149,3.059732591359142,0.135,0.016,2.60621465028446e-144,T cells,P2RY10
1.9859837777681085e-148,3.306962195077973,0.181,0.029,8.311342109959534e-144,T cells,AC114760.2
6.774228852807483e-148,2.414667406808892,0.454,0.176,2.835014774899932e-143,T cells,ABRACL
9.301006509081812e-148,2.2699146412808564,0.387,0.122,3.8924712240507386e-143,T cells,WIPF1
1.4752012034302718e-146,1.6333759217240353,0.176,0.027,6.1737170363556874e-142,T cells,MAL
1.4345942883394078e-145,2.91244794330246,0.201,0.036,6.003777096700422e-141,T cells,TENT5C
7.548852548875736e-145,4.260141479906057,0.117,0.012,3.1591947917044956e-140,T cells,BATF
