T.cells	NK.cells	B.cells	Plasma.cells	pDCs	Myeloid.cells	Endothelial.cells	Fibroblasts	Schwann	Adrenocortical.cells	NE.1	NE.2	NE.3	NE.4	NE.5	NE.6	NE.7	NE.8	NE.9	NE.10	NE.11	NE.12	NE.13	NE.14	NE.15
SJNBL031246_D1	0.00195841268025799	-1.99964003822592e-20	0.00840601108514466	0.00108964533342343	0.000109534222899197	0.0185347035937098	0.113201424576006	0.0984766962367921	0.137723563834627	0.00340486920465258	-2.27305313429579e-17	0.484316253965839	1.1318445370967e-17	0.00744682739803474	0.00101948739944896	4.09228286054158e-18	0.0258498174164984	2.75573930012747e-18	0.0218385000831053	0.0764345714513418	0.000189681518218437	-2.06388268811976e-18	-3.52134119225474e-18	-5.08349470091926e-18	2.43033773686914e-17
SJNBL031261_D1	3.49202287896962e-19	2.93098660632409e-19	3.97369180286703e-19	4.94348916888588e-05	0.00260056142555284	0.00218609709272241	0.071447217825413	0.0930893503941332	0.130434267660415	0.0217716256104553	1.2727502467112e-17	0.433937517954517	-3.06073989211668e-17	0.000434600147875891	0.000786291564226134	0.0122162767843889	0.000621441645503168	-3.20965000205525e-18	0.000474218473191361	0.229778817339523	0.000172281190394393	1.81666900139525e-18	-5.02414199863692e-18	2.42734932452926e-18	-2.96236304993532e-18
SJNBL031277_D1	-3.35466775858155e-19	-3.08196096956628e-19	-1.85383321811928e-19	-1.91540003774155e-22	6.87884529367023e-21	2.78375961182886e-19	0.0517646643754756	-2.34136341706814e-19	0.0136344008310095	0.00547133982839234	2.95112012613359e-17	0.439718183329012	1.38838256276111e-17	0.109661358392864	0.000575710496971317	0.126077326635031	0.0740102278417377	1.3777738652723e-17	0.0455603136315041	0.133526474638002	1.38537688900014e-18	-1.38477737021225e-18	-7.82777917184141e-18	2.62447482552038e-18	-6.61992235114846e-18
SJNBL031338_D1	-4.94130688226561e-19	1.33653167452832e-19	-9.34483827629736e-20	-1.08828821241367e-23	6.14748057974351e-19	-1.70645137381116e-19	0.0255203115928853	1.50523761967408e-05	0.0662004870977574	0.00578422803071668	2.30237504042051e-17	0.53384471007665	-6.84256545952113e-18	6.7090171659528e-05	0.00115040047160505	0.00711150426563371	0.0319525031035025	-1.69690310921881e-18	0.0526683847183834	0.19191188457186	0.0837734435231494	-6.24447677144773e-18	1.37687381419775e-18	3.79893559018932e-18	-1.4169568630092e-18
SJNBL031497_D1	3.42914778161061e-06	1.41821907583451e-20	1.82037087941914e-20	9.31409466573285e-06	0.000546952112180748	0.00624924342947308	0.081948978378577	0.103153129797385	0.214051511637838	0.0291606164530152	-2.37447595383726e-17	0.347534603467547	1.22935497992371e-17	0.000275832199000744	0.000801777405908477	0.00122709250201975	7.60628391698794e-05	8.88469758328553e-18	0.000464194475827771	0.21449726205961	-5.14608680933292e-18	1.22366287639061e-18	-4.06005867815587e-19	3.28272356368248e-18	4.95136975687059e-18
SJNBL031585_D1	0.0215720029162996	-4.82647172398758e-20	0.00563102456964572	4.9986764646158e-21	0.00210387403157048	0.00734596684732221	0.118345563673996	0.00837445802902539	0.0477714517324059	0.0198824635311882	-1.77608061229578e-17	0.55252003891185	1.09551972928667e-17	0.000280406278874373	0.000478164337167467	0.000316556487676713	2.71782766612409e-05	-6.37380349708079e-18	0.000172442039379226	0.20681837591152	0.00836003242541666	1.82592357263577e-18	7.66507652626125e-19	4.70958608293148e-18	-1.22092315362094e-18
SJNBL031598_D1	-5.47396289335898e-20	-8.66514852913215e-20	-2.31705970290365e-19	9.9728064767465e-21	-4.54190647260025e-20	0.00260056987121581	0.0682803957653133	0.0163227740045723	0.0302412719511574	0.0089447249840915	1.50534138174937e-17	0.461109955980849	2.1017751960606e-18	0.0888473045022991	0.00081770655184994	2.32786308234044e-18	0.146617199871016	-8.7843970295359e-18	0.0342681457181353	0.0168530661738719	0.125096884625629	-4.77477788162749e-18	-2.97875882178e-18	-1.02366535214956e-18	3.89938530269533e-19
SJNBL031668_D1	0.0894843169323573	-2.26210441237394e-19	0.248448628917141	1.33718651125888e-06	0.0110838499512052	0.0187586678672949	0.102191178093114	-5.26384393177831e-20	0.0165378454344941	0.0688814127323697	5.44051579558159e-17	0.251534957934445	2.84268301097051e-17	1.66834210315658e-05	9.24304200874436e-05	4.13083468111189e-19	0.039615495233426	-8.23003421418572e-18	0.153353195876522	2.92919595214883e-18	1.01614384007463e-17	5.35069338392196e-18	7.52235035007201e-19	-1.7670429850552e-19	-4.20533838059675e-19
SJNBL031668_D2	0.000401309202269128	0.00011429199591497	1.63477507937333e-06	6.86143051367184e-22	0.00101199947914703	0.0336528674271647	0.0974285216264083	0.0847366504730467	0.119594804558291	0.0140362921172916	-1.87421261705265e-18	0.51063190801845	2.38164617642257e-17	0.0116347646305775	0.000565075524057293	0.00103109226941426	-9.66585964600935e-20	3.49391715675385e-18	0.000180589470115304	0.124978198432772	3.7935203299998e-18	-1.0750221445349e-17	4.70367168300729e-19	-1.30654215745693e-18	3.53573236435219e-19
SJNBL031802_D1	0.0179128207839868	-1.14919483581221e-21	-7.36486073159795e-19	-1.15703729602209e-21	0.00546715248306364	0.0421743507849818	0.19749113779894	0.176933617217731	0.329399215293268	0.0234448449293393	-4.439900807367e-18	0.205995337876811	2.16950349554934e-17	-4.65820112923557e-20	0.000396470764434994	-3.72748670283388e-19	-2.1854235306442e-18	2.84882354504908e-18	0.000225180372304931	0.000559871695138599	-5.86985912721991e-19	8.94526071493812e-18	9.5942519255306e-18	3.81411433086066e-18	-9.32563769094659e-19
SJNBL031802_D2	0.00211648383101469	-3.77591964698352e-20	0.00419261933441532	2.02811377138448e-20	8.26945407463368e-05	-7.14266787119189e-21	0.0370873878315487	7.6132077069391e-19	0.0112405616560201	0.00629466605050712	-3.51985873932825e-17	0.549942026592365	-5.15298436846495e-17	0.0282251390815659	0.000759902942284396	1.3655431579491e-18	0.186566806045087	8.79432126370425e-18	0.0788088076155557	0.00299972550437144	0.0916831789745182	-5.30270090822209e-18	-1.48823428134652e-18	-3.75912427590945e-18	-2.06208091509358e-17
SJNBL031886_D1	0.0219428401820194	-3.09626860891177e-21	0.000951208488043612	-2.58131002270868e-20	1.40644741847367e-06	0.0036745981466782	0.0619215138372885	0.0147646671885742	0.0385661817948088	0.010336818265384	-2.90995562124628e-17	0.50158392118968	1.12141031570101e-17	0.0758688596300733	0.000560844240851487	2.02181634385109e-05	0.135497127353416	1.21580614635227e-18	0.0275261181703828	0.0329768897834899	0.0738067871184531	-8.52206028151639e-19	-2.42932328770551e-18	1.57925237277115e-18	-6.1516375106141e-18
SJNBL031899_D1	0.00560719388035156	-5.9621318607863e-20	0.00220086963819955	5.04672899442698e-24	3.59723625305026e-06	1.93737393101692e-06	0.0616999204435337	0.0236100734869881	0.0872302900808281	0.0133560392141835	2.59271367374062e-17	0.506004173590012	2.21737827533808e-17	0.00915344517763144	0.000841515789240838	0.0160643592729383	0.0100393791764808	-2.66739552844152e-17	0.0205774799335476	0.141391035054366	0.102218690651514	-2.87148052220205e-18	9.5364198069515e-19	4.98306598841991e-19	-5.53295504907739e-18
SJNBL031947_D1	-6.91772869387361e-19	1.81830842643936e-19	-5.10440891662966e-19	3.90610338573527e-22	4.11604133155949e-19	5.29342928784753e-21	0.102403815197278	0.0361860523319018	0.0512536869826241	0.00837722032768966	-3.91681982117634e-18	0.619497500181688	-3.37237386558077e-17	0.00516519878289963	0.000872307593334218	0.000853013640018859	0.0136531230487697	-2.11745395145116e-17	0.00361878992064554	0.15811929199315	5.35403510721832e-19	4.33304063846181e-19	1.02293139750068e-18	4.87293761361425e-19	-3.01864711381995e-18
SJNBL031995_D1	-8.90614901533203e-20	-2.4241028019006e-19	6.55018052264829e-20	-2.17360498995953e-21	0.00576829338356834	0.0070310464220719	0.0976759905127938	0.135755568656583	0.505219697994468	0.0154305539231003	-2.14659480805722e-17	0.213516086584581	-9.24623321539582e-18	2.62382600087116e-05	0.000495528519658384	2.75962147521112e-19	8.55930659805987e-19	-4.67135656726854e-19	0.000352357189813094	0.0187286385533537	-5.95850420804888e-18	-2.24038053558173e-18	-1.22622362051344e-18	4.95518388551164e-20	3.90912914906577e-18
SJNBL032008_D1	-1.09763887904395e-19	7.58489057513984e-20	-2.94590492921623e-20	-7.60577558431122e-22	4.06038671880836e-19	7.2059362168126e-20	0.0796879728414063	0.0818468446964594	0.0351684219780855	0.0237271552877777	1.15623254379437e-17	0.494354499267951	1.70396227337356e-17	0.104286111267608	0.000533598084708726	8.83970316062887e-05	0.0399466647220395	1.4871491201638e-17	0.045181756859046	0.0949483663167681	0.000230211646543186	-3.60912346227134e-18	-1.02475426720804e-18	1.17002504844558e-18	4.98165016150266e-18
SJNBL032063_D1	-4.1548806066834e-19	-4.75964251442126e-21	4.82504402431055e-20	-2.21081980946615e-22	-2.57041368973555e-19	6.43024972516845e-07	0.0518311767253047	0.0527685742813862	0.0314651669400884	0.00795494737063667	2.60931069256214e-17	0.481456033477786	-2.30183583635629e-17	0.0614890550637563	0.000461892426612014	0.000220126407715246	0.0176368381497362	-9.60185615071098e-18	0.0213566371354275	0.197416446441312	0.075942462555266	-1.1098633499195e-17	6.48588727514874e-19	-6.06506740893742e-19	-1.35754719390946e-18
SJNBL032082_D2	-4.22332811446682e-19	-1.1605842148246e-20	1.04269937505235e-19	0	0.00341193286705489	0.00175490390793793	0.146645245833475	0.0644597555998024	0.0731521795656815	0.0183918044856235	1.8358695801639e-18	0.531141780518724	-8.18816390233716e-18	0.000108903901419337	0.000623006492596471	0.000613780914312209	4.01260616827389e-05	1.60090135210895e-18	0.00035100425036464	0.159305575601325	-4.4337805656552e-18	4.78123992573222e-18	2.68471632098862e-19	5.15484974315771e-18	3.39753723629649e-19
SJNBL032130_D1	-4.49156163198639e-19	-1.25617374514726e-19	7.15922865464413e-20	3.29417705795547e-22	4.46413619496532e-20	1.07941895512554e-19	0.0620111183810593	0.0152713750028562	0.03622734376883	0.00601767292295092	-3.19483880644465e-17	0.483473549595389	-1.74242006822046e-17	0.0154410236653982	0.000848075020342899	0.0186737469841204	0.000121353596900402	-1.28504003631204e-17	0.049280374445892	0.197525590471775	0.115108776144486	1.66635394651783e-17	-3.45441479293466e-18	2.46704064723567e-18	3.32615073017242e-19
SJNBL032144_D1	-6.06441079598617e-19	1.3063256776273e-19	-1.96735916351644e-20	1.55301735886754e-22	6.95335088033271e-20	3.40678090330222e-21	0.0827240097118493	0.0235574689280046	0.0432212265055758	0.0206787598089603	-1.67751902144786e-17	0.622890972460333	-1.31506679643936e-17	2.19944131658662e-05	0.000958842768714577	0.000174000432110108	0.0250493536782874	-5.73851127185876e-19	0.0419343080119808	0.130020170314022	0.00876889296699677	1.37992680924344e-18	6.80845145845179e-18	1.58812824278105e-18	3.84952284415078e-19
SJNBL032212_D1	0.00136316165741796	3.3606760948434e-21	-4.60759868949866e-20	5.76320629173228e-22	0.006425179471116	0.0114689525705204	0.150170453495181	0.189416288291668	0.463132780645607	0.0216664834220199	2.81519252061189e-18	0.155696608192579	-2.51003837426974e-17	-3.70564697200268e-18	0.000371636502404529	-2.68284115228141e-18	-1.51247846174599e-18	1.09141425421631e-18	0.000195903339802403	9.25524116836723e-05	-6.59439046264698e-18	1.93567160718337e-18	-2.64059614129418e-18	-1.17229434547262e-20	1.30184984486742e-17
SJNBL032228_D1	1.02415459384017e-06	-2.16217904389114e-19	0.000186490050272178	8.5929888105207e-21	-1.84094188838478e-19	0.00152347733304926	0.108925193376055	0.0469825789652204	0.060119327407915	0.0111033272805646	-1.25640359873687e-19	0.582526122396934	-2.0510614155645e-18	3.85209278550104e-06	0.000864567909415824	0.000405606379050237	0.00491316418666105	-1.74565349115248e-18	0.0752341239712142	0.0774867100832721	0.0297244344129966	-6.39840782976511e-18	8.28297993750723e-19	-8.42562517980348e-19	1.92571738574551e-18
SJNBL032265_D1	0.0159168877604491	8.61361023296438e-21	0.000278454032033835	-1.77646824317253e-23	0.00213417400281275	0.00611660077483121	0.0830241738027274	0.0729713817950273	0.0642875291819188	0.0207418414005622	1.14085245868796e-17	0.445766588995005	8.74311059808621e-18	0.000102326349813625	0.000745081396457411	0.000192730002779886	5.58830729270295e-05	-6.9183384339776e-19	0.000388204148562268	0.191837325812512	0.0954408174715806	-1.33214114244867e-18	7.64047111243719e-19	-3.22144765080719e-18	-1.58745907001046e-18
SJNBL032281_D2	2.31566255923753e-19	-1.25141744629683e-21	8.96618725512843e-20	4.96088494917586e-21	0.00105607868601758	0.00283091793658818	0.0917664952758661	0.0249937685316628	0.0579435188422357	0.01811988207701	1.94825614477113e-17	0.599205847971164	-1.85412645420126e-17	0.0400299441521403	0.000646064303459662	0.000393288143748744	0.0578862331810089	-3.86667829265681e-18	0.000376255374064483	0.104751705525034	1.34462605091156e-18	5.20213826082209e-19	-4.78006425920213e-18	-6.94827078131339e-19	9.79545863540853e-18
SJNBL032332_D1	0.117430032439531	0.00276703835861575	0.298490513516884	1.02332202610836e-05	0.00894821608977633	0.0356315765292251	0.137608716705006	-9.73342857655627e-20	0.0164003860069676	0.0448004393537122	6.1992848237846e-18	0.334619385797841	-1.63335669599497e-17	-3.35438130431161e-18	0.000141400539227135	9.98366365369179e-18	3.16867063512877e-05	-1.06697825826514e-19	0.00312037473660183	-1.04500486203483e-17	-2.89613046331897e-18	-2.80190654092696e-17	7.96965425381468e-18	-6.90091161380547e-19	-1.62843545165444e-17
SJNBL032345_D1	-2.04677722561034e-19	1.08643961295584e-19	-6.69921597701725e-20	6.60203823469348e-21	5.30877414989969e-19	0.00157368883606234	0.114984347210857	0.0907639540649514	0.0789998298362171	0.145527841740834	-4.02982652009272e-18	0.430697103687912	3.08593399655724e-18	0.0119372030585789	0.000689060036595452	0.000157006180608481	0.0228958104563076	1.0723838699785e-17	0.0766558244801783	0.0251183304108973	-3.17931673737578e-18	-2.95454705684211e-18	3.04410186061096e-18	2.28065900134322e-18	-4.38185537556887e-18
SJNBL032465_D1	0.00514676134997011	-3.30559590110622e-20	-9.38604936224274e-20	-8.12206776201923e-21	0.00481433618444738	0.00926134494956198	0.0884349680647598	0.0914650767519088	0.168719043222467	0.0301842687538309	8.49062643807253e-18	0.362407628257062	-1.66854120528606e-17	0.000517821577330381	0.00121875806767541	0.0269689838090089	-2.71229529251118e-19	-1.39655844028163e-17	0.00060937752563508	0.210251631486342	1.98584853253765e-18	7.0228937582945e-18	5.71215096988354e-18	4.15748884250547e-18	-3.63758717564551e-18
SJNBL032572_D1	0.351778380468606	-6.94182706003917e-19	0.0660588082418638	4.069252143094e-06	0.000138632007139733	0.0010000118727205	0.0940528958596218	2.73299779488496e-19	0.0169613843898103	0.0748053168865979	-4.13711513582044e-18	0.362810038647871	-2.84711245113107e-17	0.00102121423568338	0.000252627469678628	3.45380757685218e-19	0.00810026724479661	-4.6407606935279e-18	0.00484302192686914	0.0181733314965986	8.67184835155814e-18	-1.65487024951721e-18	1.23767357599136e-17	2.78451936607675e-19	-8.89724977869635e-18
SJNBL032572_D2	-2.98178595007034e-19	-3.84077334240659e-20	-1.38499217538966e-19	4.84562052868873e-24	-5.97173394760745e-20	1.17081930350424e-19	0.0741897896266354	0.0862243948669969	0.0737192889592435	0.0281920182049996	-1.61853751713934e-19	0.491938158083286	1.37582663466778e-17	0.0909251014069336	0.000473279024124587	0.000842644331619548	0.105716653581638	4.56714926238426e-18	0.0187055347610809	0.013604457834548	0.0154686793188943	-3.85802874629354e-20	3.9351258923126e-18	1.07391360296215e-18	8.14600721014055e-18
SJNBL032687_D1	-1.85872414311397e-19	-1.68916782112673e-19	0.000701026111808019	1.94612806099138e-21	1.05745155948905e-19	0.00182797324478614	0.028159290156579	-3.1622771990307e-19	0.0552218348802051	0.00997794534086049	1.53345319691958e-17	0.521032947162199	5.92064308470964e-18	0.000231751934620792	0.00102790679813983	0.0241103378626105	0.018118154359629	-5.28197711948407e-18	0.0361335962355175	0.192318908097752	0.111138327815293	5.72399510579011e-18	1.87304604436638e-18	-1.29221721211185e-18	-9.96854446531837e-19
SJNBL032769_D1	0.0962188852985991	4.03032096560087e-05	0.342264380950283	0.000817852962461237	0.00167535609718929	0.00819936418275714	0.108769707092249	6.62442747390117e-19	0.024270790250525	0.0643050573535192	2.61908457585539e-18	0.341870051015777	2.62924477367709e-17	-1.35894787799579e-18	0.000127809796821027	5.42882794399366e-18	5.48330462214137e-05	6.23137672068138e-19	0.0113856087439418	1.59250936696653e-17	2.52311642720052e-18	-9.16429844358421e-18	-8.08394277099102e-18	7.17214006153156e-18	4.9532807754348e-18
SJNBL101_D	-5.79548865110731e-19	1.46899412879651e-19	1.96047967409092e-19	-2.20612353325563e-20	-9.20467758651421e-20	9.18043450711258e-06	0.0334942535664083	0.00350600725759932	0.0631501499434836	0.0322631005066996	-8.77164430237282e-19	0.483483617629089	3.57590505173786e-18	0.000498207383696529	0.0417686853554905	3.01963787052739e-05	0.0864406107831914	6.97458055011042e-18	0.0465030141495279	0.154500163284747	-3.38517672861616e-19	0.0114161010613255	-1.12791772928906e-18	0.0429367122655285	1.64164298644326e-18
SJNBL105_D	1.88135435315823e-19	-1.04263062819364e-19	-6.11497537867653e-19	-1.24992416783657e-21	0.000185154927326628	0.00395851481225226	0.0605768385469851	0.0388473952333358	0.0382799476558124	0.0125342979051099	-1.91632776983789e-17	0.575333561958582	1.16282940755108e-18	0.0732775619069139	0.000964225013949916	9.12067669546959e-05	0.0277204883360901	9.69248188433249e-18	0.00059501720878185	0.167635789727906	-1.46586972128524e-18	1.45562120926584e-18	3.77641325460071e-18	1.00672453879372e-18	1.38248146563446e-18
SJNBL107_D	7.20375274739011e-20	-1.07337941226498e-19	1.30834749303249e-19	9.22110834420846e-21	-1.09725467403696e-19	3.27834360606639e-20	0.0322255124144936	2.76766577344933e-20	0.0623328364968766	0.0223782716773963	1.2326809999861e-17	0.391197722049563	-3.5729117089346e-18	0.0541302203511245	0.00143657585356341	0.0244335761144134	0.0383786332164546	1.26561789252415e-19	0.000826528667910319	0.258148026977314	0.11451209618089	2.43234357742106e-18	-2.51061190801113e-18	-2.06197442713274e-18	4.70563011912124e-18
SJNBL110_D	0.0841689470828026	6.35069264771922e-19	0.0931122206422188	2.11580229135045e-06	0.000503141006443636	9.6734288782451e-05	0.112411251706088	0.00106563327641578	0.0918344917654781	0.0721708339721695	1.05155478725512e-17	0.377333416698706	2.5795517913289e-17	4.41565656508621e-18	0.000867505023014341	7.61514641878716e-05	1.88117599761084e-18	-7.25169733438009e-18	0.00120602046111083	0.0198191408876218	0.145332395922669	4.41355186916619e-18	4.35823508613708e-19	8.7439015341001e-19	3.76435539224265e-18
SJNBL117_D	3.92086626404529e-19	-6.68940954013468e-20	5.0693714039693e-19	-2.63850723957828e-21	5.80977965242701e-19	1.08065661813102e-20	0.0352321557150759	0.00710910516719526	0.0603714142860944	0.0371100257045442	-1.6711590083402e-18	0.482376412289087	-8.06865547260819e-18	0.000558356181313294	0.11120016058833	0.0181973350945116	0.0376235924288219	-6.41095021141935e-18	0.0122043524858168	0.192770272390602	-8.21523734027739e-19	2.72639760468918e-18	2.34805637528773e-19	0.00524681766860741	-3.51779035482388e-18
SJST030049_D1	-2.04607306880151e-19	1.95769635476866e-19	3.52563418565462e-20	0	0.00101458538492242	0.012198909741573	0.155700285841205	0.13747275965101	0.137786146572854	0.050216191541136	-8.53831915011457e-18	0.311954429131431	7.79412408632263e-19	0.00561582434256088	0.000532203209072161	0.00325690975952384	-1.3712629914472e-18	-8.12146618068936e-18	0.000330317767309341	0.183921437057402	6.58059251478505e-19	6.46856969887485e-18	-1.1037328808531e-17	1.68036598502624e-18	-7.36334295944687e-18
SJST030890_D1	0.0061578038508738	-1.1787898706411e-20	0.00519224847541828	3.76737246194302e-22	0.00360418120205983	0.00467232312919146	0.0721809678962003	0.0663898379891794	0.201753594921347	0.0149747423053331	1.34079498554376e-17	0.402189333739744	4.21349967578962e-17	0.000368036542406111	0.000764460833261902	0.0530226596959014	-6.11226259394265e-19	5.58305645935644e-19	0.000476682726521493	0.141279838086006	0.0269732886065552	-2.69992449546232e-18	1.10655101410324e-19	1.09611120496324e-18	5.37463507139098e-18
SJST030890_D2	0.00469959647473498	-7.54027701767804e-20	-3.32784829248096e-20	7.0875065735467e-21	0.000491512051148367	0.000911903305167242	0.204061494975411	0.0541671575983284	0.0248298176546893	0.399704251126549	1.98321556644069e-17	0.168438425017957	-2.34137462985347e-17	0.0884066235250922	0.00027256745419232	-8.23580962506864e-19	0.0378934944095235	-9.45847912275318e-18	0.0161231564072063	-4.69985779837923e-18	-1.52927568228106e-17	-6.98615630518909e-18	5.36611750622413e-18	3.57977941743263e-19	-3.19096723860869e-18
SJST030890_D3	0.000797695144079565	0.000501407710220787	0.00163061701602596	-4.22686589221829e-21	0.000526818915582728	0.000737951037966074	0.199183688619373	0.00047488008011951	0.0374344073628492	0.444680173920596	-3.32810489858908e-17	0.154383828963757	-1.16018805458763e-17	5.13225116820294e-19	0.000186951667478105	-6.81848187363402e-18	0.090855281950172	-3.62890527032494e-18	0.06860629761178	3.884799924549e-19	6.70133812261875e-18	5.35536051724111e-18	2.76515716498369e-18	-4.18198939500438e-19	6.97790385773022e-18
SJST032486_D1	0.012456180499273	6.24978365007667e-20	0.00416685792930849	-1.26481135159069e-20	1.91095502393081e-05	1.62073514221197e-05	0.0696946174046037	0.0186238343265211	0.0507966419914664	0.010180290958099	-5.07391682876824e-18	0.574139718501156	1.80361304897603e-17	0.00042328061706382	0.000793867841081194	0.000662704600500708	-9.36266004615057e-19	7.99730953941902e-18	0.000278083452296565	0.146253665538931	0.111494939438038	1.13126485760745e-17	1.99392499828286e-18	7.10893343529173e-18	3.60397935030552e-18
